,id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name,quantity_sold,rating_average,category_type,category_id
10,57044932.0,7346116124562.0,"Thùng 48 Hộp Sữa Pediasure Vani 180ml dành cho trẻ 1-10 tuổi, bao gồm trẻ tăng trưởng kém (nhẹ cân, thấp còi, suy dinh dưỡng, hay ốm), trẻ biếng ăn, trẻ có nhu cầu năng lượng tăng cao.Sữa có vị thơm...",1335000.0,1584000.0,,249000.0,16.0,279.0,,available,,1000.0,1000.0,,149737.0,Pediasure,2582.0,5.0,do-choi-me-be,2549
11,435891.0,8006052814383.0,"Sữa Bột Abbott Glucerna Vani 850g được chứng minh lâm sàng giúp kiểm soát tốt đường huyết nhờ sử dụng công thức tiên tiến và hệ dưỡng chất đặc chế Triple Care. Sản phẩm tốt cho tim mạch, giúp bạn giả...",805000.0,957917.0,,152917.0,16.0,442.0,,available,,1000.0,1000.0,,149741.0,Glucerna,16774.0,4.8,do-choi-me-be,2549
12,68370674.0,1543417007372.0,"COMFORT CHĂM SÓC CHUYÊN SÂU MỘT LẦN XẢ HƯƠNG BAN MAI - GIẢI PHÁP GIỮ ÁO QUẦN BỀN LÂUNhững bộ cánh yêu thích nhanh chóng bạc màu, sờn vải sau mỗi lần giặt khiến bạn đau đầu tìm giải pháp? Đừng lo, vì ...",215000.0,271000.0,,56000.0,21.0,1134.0,,available,,1000.0,1000.0,,27954.0,Comfort,6826.0,4.8,do-choi-me-be,2549
13,173126855.0,5387812215249.0," NUTREN JUNIOR là công thức dinh dưỡng đầy đủ và cân đối dành cho trẻ từ 1-12 tuổi bị suy dinh dưỡng hoặc có nguy cơ suy dinh dưỡng, trẻ có nhu cầu năng lượng cao, hỗ trợ dinh dưỡng hồi phụ...",542000.0,634400.0,,92400.0,15.0,210.0,,available,,1000.0,1000.0,,148685.0,Nutren,8629.0,5.0,do-choi-me-be,2549
14,66065160.0,9926539859784.0,Công thức tiên tiến và hệ dưỡng chất đặc chế Triple CareSữa Bột Abbott Glucerna Lúa Mạch 850g có công thức tiên tiến và hệ dưỡng chất đặc chế Triple Care cho khả năng kiểm soát đường huyết hiệu quả:...,808000.0,958000.0,,150000.0,16.0,193.0,,available,,1000.0,1000.0,,149741.0,Glucerna,2158.0,5.0,do-choi-me-be,2549
15,59143353.0,1627779549081.0,***Hình ảnh sản phẩm có thể thay đổi theo từng đợt nhập hàng !Combo Tiết Kiệm: 6 Gói Khăn Ướt Bobby Care Không Hương 100 Miếng/Gói là sản phẩm chăm sóc sức khỏe giúp Bé yêu và cả gia đình tránh nhiễ...,209000.0,219000.0,,10000.0,5.0,19.0,,available,,1000.0,1000.0,,26863.0,Bobby,102.0,5.0,do-choi-me-be,2549
16,685882.0,3708650981980.0,"Thùng 24 Chai Sữa Nước Abbott Ensure 237ml là sản phẩm dinh dưỡng đầy đủ và cân đối cho người lớn, hỗ trợ tiêu hóa, thích hợp để thay thế hoàn toàn bữa ăn hoặc dùng ăn bổ sung cho người cần cải thiện ...",888000.0,1300000.0,,412000.0,32.0,915.0,,available,,1000.0,1000.0,,145924.0,Ensure,32531.0,5.0,do-choi-me-be,2549
17,72924801.0,2079594944395.0," Combo 3 Hộp 4 Viên Nén Vệ Sinh Lồng Giặt OMO Matic 80gr là sản phẩm khử sạch lồng giặt cao cấp được nhập khẩu từ Châu Âu (Pháp), là nhãn hiệu được khuyên dùng bởi các hãng máy giặt hàng đầu: LG, PA...",227000.0,276000.0,,49000.0,18.0,511.0,,available,,1000.0,1000.0,,33323.0,Omo,2955.0,4.7,do-choi-me-be,2549
18,24028484.0,9146995393732.0,"Sữa bột Abbott Pediasure 400g có chứa 3 nguồn đạm, canxi và Vitamin D giúp cân bằng và duy trì liên tục axit amin thiết yếu để phát triển cơ và xương.Arginin gia tăng số lượng và hoàn thiện các tế b...",299000.0,352917.0,,53917.0,15.0,259.0,,available,,1000.0,1000.0,,149737.0,Pediasure,2413.0,4.8,do-choi-me-be,2549
19,57044924.0,9707391096933.0,"Sữa Nước Pediasure Vani 110ml dành cho trẻ 1-10 tuổi, bao gồm trẻ tăng trưởng kém (nhẹ cân, thấp còi, suy dinh dưỡng, hay ốm), trẻ biếng ăn, trẻ có nhu cầu năng lượng tăng cao.Sữa có vị thơm phù hợp...",77000.0,89833.0,,12833.0,14.0,42.0,,available,,1000.0,1000.0,,149737.0,Pediasure,1336.0,5.0,do-choi-me-be,2549
